Interprete;Titre;Editeur / Distributeur;Categorie;Certification;Date de sortie;Date de constat;Duree obtention
PINK;GET THE PARTY STAR;SONY BMG/ARISTA INTERNATIONAL;Singles;Or;25/03/2002;28/06/2005;3 ans 3 mois
AKON;TROUBLE;UNIVERSAL MUSIC/UNIVERSAL RECORDS;Albums;Or;28/11/2004;28/06/2005;7 mois
ALICIA KEYS;THE DIARY OF ALICIA;SONY BMG/J. RECORDS/ZOMBA;Albums;Or;30/11/2003;28/06/2005;1 an 7 mois
SNOOP DOGG;R&G THE MASTERPIECE;UNIVERSAL/GEFFEN;Albums;Or;14/11/2004;28/06/2005;7 mois
MULTI INTERPRETES;ET PUIS LA TERRE;SONY BMG/RCA;Singles;Diamant;30/01/2005;28/06/2005;4 mois
BRITNEY SPEARS;GREATEST HITS;SONY BMG/JIVE/ZOMBA;Albums;Double or;07/11/2004;28/06/2005;7 mois
KYO;300 LESIONS;SONY BMG/JIVE/ZOMBA;Albums;Platine;27/12/2004;28/06/2005;6 mois
M;QUI DE NOUS DEUX;EMI MUSIC France;Albums;Double Platine;23/11/2003;21/06/2005;1 an 7 mois
EDITH PIAF;HYMNE A L'AMOUR;EMI MUSIC France/EMI MUSIC France Label Capitol;Vidéos;Platine;23/11/2003;21/06/2005;1 an 7 mois
PAPA AP;GASOLINA;EMI MUSIC France/EMOTION THREE MUSIC;Singles;Or;24/04/2005;21/06/2005;1 mois
BRUNO COULAIS;LE CASSE DE BRICE;EMI MUSIC France/MANDARIN FILMS;Singles;Or;24/03/2005;21/06/2005;2 mois
COLDPLAY;X & Y;EMI MUSIC France/EMI RECORDS LTD;Albums;Or;02/06/2005;21/06/2005;
LES ENFOIRES;15 ANS D'ENFOIRES;SONY BMG/RESTOS DU C?UR;Vidéos;Diamant;24/11/2005;21/06/2005;5 mois
PLACEBO;SOULMATES NEVER DIE;EMI MUSIC France/VIRGIN RECORDS LTD;Vidéos;Diamant;14/03/2004;21/06/2005;1 an 3 mois
GORILLAZ;DEMON DAY;EMI MUSIC France/PARLOPHONE;Albums;Or;19/05/2005;21/06/2005;1 mois
LA GRANDE SOPHIE;ET SI C'ETAIT ?;UNIVERSAL MUSIC/AZ;Albums;Or;06/10/2003;07/06/2005;1 an 8 mois
MYLENE FARMER;FUCK THEM ALL;UNIVERSAL MUSIC/POLYDOR;Singles;Or;13/03/2005;24/05/2005;2 mois
MICHEL SARDOU;DU PLAISIR;UNIVERSAL MUSIC/TREMA/AZ;Albums;Diamant;09/05/2004;02/05/2005;11 mois
TERRA;CORSICA ENCORE PLUS BELLE VUE DU CIEL;RICORDU DIFFUSION/RICORDU;Vidéos;Or;31/01/2004;02/05/2005;1 an 3 mois
50 CENT;THE MASSACRE;UNIVERSAL MUSIC/INTERSCOPE;Albums;Or;06/03/2005;19/04/2005;1 mois
MYLENE FARMER;AVANT QUE L'OMBRE;UNIVERSAL MUSIC/POLYDOR;Albums;Platine;03/04/2005;19/04/2005;
MANO NEGRA;BEST OF MANO NEGRA;EMI MUSIC France/Emi Music France Label Virgin;Albums;Double Platine;04/10/1998;13/04/2005;6 ans 7 mois
CLAUDE NOUGARO;C'EST FINI OU CA COMMENCE?;EMI MUSIC France;Vidéos;Or;24/03/2005;13/04/2005;
ETIENNE DAHO;DAHO LIVE;EMI MUSIC France;Vidéos;Or;04/11/2001;13/04/2005;3 ans 5 mois
GENESIS;THE VIDEO SHOW;EMI MUSIC France/VIRGIN RECORDS LTD;Vidéos;Or;25/11/2004;13/04/2005;4 mois
M;DE L'AUBE A L'AURORE;EMI MUSIC France;Vidéos;Or;20/02/2005;13/04/2005;1 mois
MARIA CALLAS;LIVE AT COVENT GARDEN;EMI MUSIC France/EMI RECORDS LTD;Vidéos;Or;29/08/2002;13/04/2005;2 ans 7 mois
MULTI INTERPRETES;BELLYDANCE SUPERSTARS;EMI MUSIC France/ARK 21;Vidéos;Or;02/12/2004;13/04/2005;4 mois
RADIOHEAD;MEETING PEOPLE IS EASY;EMI MUSIC France/EMI RECORDS LTD;Vidéos;Or;03/09/2000;13/04/2005;4 ans 8 mois
SMASHING PUMPKINS;THE VIDEO COLLECTION;EMI MUSIC France/VIRGIN RECORDS AMERICA;Vidéos;Or;18/11/2001;13/04/2005;3 ans 5 mois
BEN HARPER AND THE BLIND BOYS OF ALABAMA;LIVE AT THE APOLLO;EMI MUSIC France/VIRGIN RECORDS AMERICA;Vidéos;Platine;24/03/2005;13/04/2005;
CLAUDE NOUGARO;EMBARQUEMENT IMMEDIAT;EMI MUSIC France;Vidéos;Platine;14/11/2001;13/04/2005;3 ans 5 mois
DAVID GILMOUR;DAVID GILMOUR IN CONCERT;EMI MUSIC France/DAVID GILMOUR MUSIC LTD;Vidéos;Platine;13/10/2002;13/04/2005;2 ans 6 mois
QUEEN;GREATEST VIDEO HITS 2;EMI MUSIC France/EMI RECORDS LTD;Vidéos;Platine;06/11/2003;13/04/2005;1 an 5 mois
ROBBIE WILLIAMS;CONCERT AU ROYAL ALBERT HALL;EMI MUSIC France/Robbie Williams/In good company;Vidéos;Platine;05/12/2001;13/04/2005;3 ans 4 mois
ROBBIE WILLIAMS;WHAT WE DID LAST SUMMER;EMI MUSIC France/Robbie Williams/In good company;Vidéos;Double Platine;23/11/2003;13/04/2005;1 an 4 mois
JEAN LOUIS AUBERT;COMME ON A FAIT;EMI MUSIC France/Emi Music France Label Virgin;Vidéos;Triple Platine;26/10/2003;13/04/2005;1 an 5 mois
QUEEN;QUEEN ON FIRE (live at the Bowl);EMI MUSIC France/EMI RECORDS LTD;Vidéos;Triple Platine;21/10/2004;13/04/2005;5 mois
QUEEN;LIVE AT WEMBLEY STADIUM;EMI MUSIC France/EMI RECORDS LTD;Vidéos;Diamant;15/06/2003;13/04/2005;1 an 10 mois
ROMANE CERDA;ROMANE CERDA;EMI MUSIC France/CECI CELA;Albums;Or;07/11/2004;13/04/2005;5 mois
IAM;ANTHOLOGIE;EMI MUSIC France;Albums;Or;21/11/2004;13/04/2005;4 mois
JOSS STONE;THE SOUL SESSIONS;EMI MUSIC France/BLUE NOTE/VIRGIN REC AMERICA;Albums;Or;05/02/2004;13/04/2005;1 an 2 mois
BEN HARPER AND THE BLIND BOYS OF ALABAMA;THERE WILL BE A LIGHT;EMI MUSIC France/VIRGIN RECORDS AMERICA;Albums;Double or;19/09/2004;13/04/2005;6 mois
DAFT PUNK;HUMAN AFTER ALL;EMI MUSIC France/DAFT LIFE LTD;Albums;Double or;13/03/2005;13/04/2005;1 mois
M;LE BAPTEME;EMI MUSIC France;Albums;Double or;24/04/1997;13/04/2005;8 ans 1 mois
DIVERS;DIEUX DU STADE MAKING OF CALENDRIER 2005;UNIVERSAL MUSIC/U.L.M.;Vidéos;Double Platine;01/11/2004;11/01/2005;2 mois
COMPILATION;TECKNO.COM 2004;ULM/UNIVERSAL MUSIC;Albums;Or;20/12/2003;30/12/2004;1 an
NORAH JONES;FEELS LIKE HOME;BLUE NOTE US CAPITOL/EMI MUSIC France;Albums;Double Platine;22/02/2004;22/12/2004;10 mois
COMPILATION;PLANETE RAP 2004 VOL. 2;SONY MEDIA MEDIA/SONY MUSIC;Albums;Or;29/07/2004;21/12/2004;4 mois
COMPILATION;BEST OF 2004;SONY MEDIA MEDIA/SONY MUSIC;Albums;Or;18/11/2004;21/12/2004;1 mois
M;LES LECONS DE MUSIQUE DE M;POLYDOR/UNIVERSAL MUSIC;Vidéos;Double Platine;07/11/2004;21/12/2004;1 mois
COMPILATION;LES 100 PLUS BELLES CHANSONS ET MELODIES D'ENFANTS;JACKY BOY MUSIC/EMI MUSIC France;Albums;Or;26/11/2000;21/12/2004;4 ans 1 mois
DEPECHE MODE;REMIXES;MUTE RECORDS LTD/EMI MUSIC France;Albums;Or;12/12/2004;21/12/2004;
YANNICK NOAH;QUAND VOUS ETES LA;COLUMBIA/ST GEORGE/SONY MUSIC;Vidéos;Double Platine;21/10/2004;21/12/2004;2 mois
FRANCOISE HARDY;TANT DE BELLES CHOSES;VIRGIN France/EMI MUSIC France;Albums;Or;14/11/2004;21/12/2004;1 mois
M;LE TOUR DE M;EMI MUSIC France;Vidéos;Diamant;06/01/2002;21/12/2004;3 ans
LORIE;WEEK END LIVE TOUR;EPIC/SONY MUSIC;Albums;Or;07/10/2004;21/12/2004;2 mois
RIM'K;L'ENFANT DU PAYS;EPIC/SMALL/SONY MUSIC;Albums;Or;18/03/2004;21/12/2004;9 mois
SLAI;FLORILEGE;SONY MUSIC MEDIA/SONY MUSIC;Albums;Or;11/11/2004;21/12/2004;1 mois
NADIYA;16/9;COLUMBIA/SONY MUSIC;Albums;Or;27/05/2004;21/12/2004;6 mois
RAY CHARLES;GENIUS LOVE COMPANY;RAY CHARLES ENTERPRISES/EMI MUSIC France;Albums;Or;29/08/2004;21/12/2004;3 mois
RENAUD;MON FILM SUR MOI ET MES CHANSONS PREFEREES DE MOI;Ceci Cela/Emi Music France Label Virgin/EMI MUSIC France;Albums;Or;25/11/2004;21/12/2004;
GERALD DE PALMAS;UN HOMME SANS RACINES;POLYDOR/UNIVERSAL MUSIC;Albums;Platine;07/11/2004;21/12/2004;1 mois
DESTINY'S CHILD;LOSE MY BREATH;COLUMBIA/SONY MUSIC;Singles;Or;28/10/2004;21/12/2004;1 mois
DJ SAMMY;HEAVEN;OVERSANCE/SONY MUSIC;Singles;Or;23/09/2004;21/12/2004;2 mois
DAVID BOWIE;A REALITY TOUR 2003;COLUMBIA/SONY MUSIC;Vidéos;Or;14/10/2004;21/12/2004;2 mois
GAROU & MICHEL SARDOU;LA RIVIERE DE NOTRE ENFANCE;COLUMBIA/SONY MUSIC;Singles;Or;11/11/2004;21/12/2004;1 mois
ISABELLE BOULAY/JOHNNY HALLYDAY;TOUT AU BOUT DE NOS PEINES;V2 RECORDS/SONY MUSIC;Singles;Or;02/12/2004;21/12/2004;
DIAM'S;MA VIE MON LIVE;EMI MUSIC France;Vidéos;Or;28/10/2004;21/12/2004;1 mois
HENRI SALVADOR;BONSOIR AMIS;EMI MUSIC France;Vidéos;Or;25/11/2004;21/12/2004;
IAM;LIVE AU DOME DE MARSEILLE;EMI MUSIC France;Vidéos;Or;12/12/2004;21/12/2004;
NADIYA;SI LOIN DE VOUS;COLUMBIA/SONY MUSIC;Singles;Or;18/11/2004;21/12/2004;1 mois
PAPI SANCHEZ;ENAMORAME;SCORPIO HOT TRACKS/SONY MUSIC;Singles;Or;28/10/2004;21/12/2004;1 mois
KYLIE MINOGUE;ULTIMATE KYLIE;EMI RECORDS LTD/EMI MUSIC France;Vidéos;Or;21/11/2004;21/12/2004;1 mois
LORIE;WEEK END TOUR;EPIC/SONY MUSIC;Vidéos;Or;02/12/2004;21/12/2004;
TRAGEDIE;A FLEUR 2 PEAU;UP MUSIC/WARNER MUSIC France;Albums;Double or;24/10/2004;14/12/2004;1 mois
BANDE ORIGINALE DE FILM;LES CHORISTES;MARC MUSIC/WARNER MUSIC;Albums;Diamant;08/03/2004;14/12/2004;9 mois
K - MARO;CRAZY;K - PONE INC./WARNER MUSIC France;Singles;Or;27/09/2004;14/12/2004;2 mois
TRAGEDIE;GENTLEMAN;TC MUSIC/WARNER MUSIC France;Singles;Or;17/10/2004;14/12/2004;1 mois
LUKE;LA TETE EN ARRIERE;R.C.A./BMG France;Albums;Or;05/04/2004;07/12/2004;8 mois
MAROON 5;SONGS ABOUT JANE;J RECORDS/BMG France;Albums;Or;23/08/2004;07/12/2004;3 mois
MULTI INTERPRETES;SIDACTION / 10 ANS ENSEMBLE;JIVE/BMG France;Albums;Or;28/11/2004;07/12/2004;
PATRICK BRUEL;PUZZLE;R.C.A./BMG France;Albums;Or;07/11/2004;07/12/2004;1 mois
PRISCILLA;UNE FILLE COMME MOI;JIVE/BMG France;Albums;Or;02/02/2004;07/12/2004;10 mois
STEEVE ESTATOF;A L'ENVERS;BMG/BMG France;Albums;Or;23/08/2004;07/12/2004;3 mois
USHER;CONFESSIONS;LA FACE/ZOMBA/BMG/BMG France;Albums;Or;21/03/2004;07/12/2004;8 mois
BRITNEY SPEARS;IN THE ZONE;JIVE/BMG France;Albums;Double or;07/11/2004;07/12/2004;1 mois
HAIDUCCI;DRAGOSTEA DIN TEI;HEBEN MUSIC/BMG France;Singles;Or;12/04/2004;07/12/2004;7 mois
ELVIS PRESLEY;ELVIS 68 COMEBACK;R.C.A./BMG France;Vidéos;Or;28/06/2004;07/12/2004;5 mois
ELVIS PRESLEY;ELVIS ALOHA FROM HAWAI;R.C.A./BMG France;Vidéos;Or;28/06/2004;07/12/2004;5 mois
LAURENT VOULZY;LIVE;R.C.A./BMG France;Vidéos;Or;29/11/2004;07/12/2004;
ROCH VOISINE;TANT PIS;R.C.A./BMG France;Singles;Or;16/02/2004;07/12/2004;9 mois
BRITNEY SPEARS;GREATEST HITS;JIVE/BMG France;Vidéos;Platine;05/04/2004;07/12/2004;8 mois
AVRIL LAVIGNE;UNDER MY SKIN;ARISTA/BMG France;Albums;Or;23/05/2004;07/12/2004;6 mois
FLORENT PAGNY;BARYTON;MERCURY/UNIVERSAL MUSIC;Albums;Or;21/11/2004;30/11/2004;
ZAZIE;RODEO;MERCURY/UNIVERSAL MUSIC;Albums;Or;21/11/2004;30/11/2004;
JENIFER;LE PASSAGE;MERCURY/TF1 NUOUPROD/UNIVERSAL MUSIC;Albums;Platine;01/06/2004;30/11/2004;6 mois
CALOGERO;3;RAPAS/MERCURY/UNIVERSAL MUSIC;Albums;Double Platine;18/03/2004;30/11/2004;8 mois
DAVID BOWIE;BEST OF BOWIE;EMI RECORDS LTD/EMI MUSIC France;Vidéos;Double Platine;13/10/2002;23/11/2004;2 ans 1 mois
MIKE BRANT;LAISSE MOI T'AIMER;EMI MUSIC France;Vidéos;Double Platine;15/06/2003;23/11/2004;1 an 5 mois
DAVID GUETTA;GUETTA BLASTER;SQUARE RIVOLI PUBLISHING/EMI MUSIC France;Albums;Or;06/06/2004;23/11/2004;5 mois
COLDPLAY;LIVE 2003;EMI RECORDS LTD/EMI MUSIC France;Vidéos;Triple Platine;06/11/2003;23/11/2004;1 an
DAFT PUNK;INTERSTELLA 5555;DAFT LIFE LTD/EMI MUSIC France;Vidéos;Triple Platine;30/11/2003;23/11/2004;11 mois
PLACEBO;ONCE MORE WITH FEELINGS;VIRGIN RECORDS LTD/EMI MUSIC France;Albums;Or;21/10/2004;23/11/2004;1 mois
ROBBIE WILLIAMS;GREATEST HITS;R. WILLIAMS/IN GOOD COMPANY/EMI MUSIC France;Albums;Or;07/11/2004;23/11/2004;
BLACK EYED PEAS;SHUT UP;INTERSCOPE/UNIVERSAL MUSIC;Singles;Or;12/01/2004;16/11/2004;10 mois
BASHUNG;L'IMPRUDENCE;BARCLAY/UNIVERSAL MUSIC;Albums;Or;18/11/2002;16/11/2004;2 ans
BERNARD LAVILLIERS;CARNETS DE BORD;BBC/BARCLAY/UNIVERSAL MUSIC;Albums;Or;24/10/2004;16/11/2004;
BJORK;MEDULLA;POLYDOR U.K./UNIVERSAL MUSIC;Albums;Or;27/09/2004;16/11/2004;1 mois
OPERATION TOTAL;"RENAUD ""BOUCAN D'ENFER""";Ceci Cela/Emi Music France Label Virgin/EMI MUSIC France;Albums;Or;20/09/2004;23/10/2004;1 mois
OPERATION TOTAL;"ALAIBN SOUCHON ""au ras des Paquerettes""";Emi Music France/Ed. Alain Souchon/EMI MUSIC France;Albums;Or;20/09/2004;23/10/2004;1 mois
AC/DC;LIVE AT DONINGTON;SONY MUSIC VIDEO/SONY MUSIC;Vidéos;Double Platine;30/10/2003;19/10/2004;11 mois
COMPILATION;ETE 2004;SONY MEDIA MEDIA/SONY MUSIC;Albums;Or;17/06/2004;19/10/2004;4 mois
COMPILATION;HITS & CO VOL.2;SONY MEDIA MEDIA/SONY MUSIC;Albums;Or;05/08/2004;19/10/2004;2 mois
DANY BRILLANT;JAZZ A LA NOUVELLE ORLEANS;COLUMBIA/SONY MUSIC;Albums;Or;08/04/2004;19/10/2004;6 mois
FRANCIS CABREL;LES BEAUX DEGATS;COLUMBIA/SONY MUSIC;Albums;Or;16/05/2004;19/10/2004;5 mois
INDOCHINE;3.6.3.;COLUMBIA/SONY MUSIC;Albums;Or;01/01/2004;19/10/2004;9 mois
ISABELLE BOULAY;TOUT UN JOUR;V 2 RECORDS/SONY MUSIC;Albums;Or;06/05/2004;19/10/2004;5 mois
KOOL SHEN;DERNIER ROUND;EPIC/SONY MUSIC;Albums;Or;15/04/2004;19/10/2004;6 mois
GOOD CHARLOTTE;THE YOUNG AND THE HOPELESS;EPIC/SONY MUSIC;Albums;Or;16/01/2003;19/10/2004;1 an 9 mois
PASCAL OBISPO;LIVE FAN/STUDIOFAN;EPIC/SONY MUSIC;Albums;Or;11/03/2004;19/10/2004;7 mois
RAI N B FEVER;RAI N B FEVER;EPIC/SMALL/SONY MUSIC;Albums;Or;01/07/2004;19/10/2004;3 mois
SENSEVERINO;les SENEGALAISES;COLUMBIA/ST GEORGE/SONY MUSIC;Albums;Or;26/02/2004;19/10/2004;7 mois
TETE;A LA FAVEUR DE L'AUTOMNE;EPIC/SONY MUSIC;Albums;Or;20/10/2003;19/10/2004;1 an
SANSEVERINO;LE TANGO DES GENS;COLUMBIA/ST GEORGE/SONY music;Albums;Double or;16/05/2002;19/10/2004;2 ans 5 mois
PASCAL OBISPO;LIVE FAN/STUDIO FAN;EPIC/SONY MUSIC;Albums;Platine;11/03/2004;19/10/2004;7 mois
PASCAL OBISPO;MILLESIME;EPIC/SONY MUSIC;Albums;Double Platine;08/11/2001;19/10/2004;2 ans 11 mois
YANNICK NOAH;POKHARA;COLUMBIA/SAINT GEORGE/SONY MUSIC;Albums;Triple Platine;21/08/2003;19/10/2004;1 an 2 mois
INDOCHINE;PARADIZE;COLUMBIA/SONY MUSIC;Albums;Diamant;07/03/2002;19/10/2004;2 ans 7 mois
LORIE;ENSORCELLEE;EPIC/SONY MUSIC;Singles;Or;10/06/2004;19/10/2004;4 mois
INDOCHINE;PARADIZE SHOW;COLUMBIA/SONY MUSIC;Vidéos;Or;04/03/2004;19/10/2004;7 mois
NADIYA;ET C'EST PARTI;COLUMBIA/SONY MUSIC;Singles;Or;01/07/2004;19/10/2004;3 mois
NATASHA ST PIER;MOURIR DEMAIN;COLUMBIA/SONY MUSIC;Singles;Or;17/06/2004;19/10/2004;4 mois
RAI N B FEVER;UN GAOU A ORAN;EPIC/SMALL/SONY MUSIC;Singles;Or;24/06/2004;19/10/2004;3 mois
TRAGEDIE;SEXY POUR MOI;TC MUSIC/WARNER MUSIC France;Singles;Or;04/01/2004;21/09/2004;8 mois
AVENTURA;WE BROKE THE RULES;TC MUSIC/WARNER MUSIC France;Albums;Or;19/07/2004;21/09/2004;2 mois
BANDE ORIGINALE DE FILM;LES CHORISTES;MARC MUSIC/WARNER MUSIC;Albums;Or;08/03/2004;21/09/2004;6 mois
BANDE ORIGINALE DE FILM;KILL BILL;MAVERICK/WARNER MUSIC France;Albums;Or;22/09/2003;21/09/2004;1 an
BANDE ORIGINALE DE FILM;KILL BILL Vol.2;MAVERICK/WARNER MUSIC France;Albums;Or;12/04/2004;21/09/2004;5 mois
HOOBASTANK;THE REASON;MERCURY/UNIVERSAL MUSIC;Albums;Or;21/06/2004;07/09/2004;2 mois
DAFT PUNK;INTERSTELLA 555 TH;DAFT LIFE LTD/EMI MUSIC France;Vidéos;Double Platine;11/12/2003;24/08/2004;8 mois
COMPILATION;NRJ MUSIC AWARDS 2004;EMI MUSIC France;Albums;Or;11/01/2004;24/08/2004;7 mois
JEAN LOUIS AUBERT;COMME ON A FAIT;LA LOUPE/EMI MUSIC France;Vidéos;Double Platine;26/10/2003;24/08/2004;10 mois
JANE BIRKIN;RENDEZ VOUS;KACHALOU/EMI MUSIC France;Albums;Or;28/03/2004;24/08/2004;4 mois
RENAUD;TOURNEE D'ENFER;Ceci Cela/EMI/Label Virgin/EMI MUSIC France;Vidéos;Diamant;13/11/2003;24/08/2004;9 mois
KEZIAH JONES;BLACK ORPHEUS;EMI MUSIC France/EMI MUSIC FRANCE;Albums;Or;17/04/2003;24/08/2004;1 an 4 mois
ASIAN DUB FOUNDATION;ENEMY OF THE ENEMY;X RAY PRODUCTION / ALTER K;Albums;Or;02/02/2003;24/08/2004;1 an 6 mois
MICKEY 3 D;LIVE A SAINT ETIENNE;EMI MUSIC France;Albums;Or;22/02/2004;24/08/2004;6 mois
NORAH JONES;FEELS LIKE HOME;BLUE NOTE US CAPITOL/EMI MUSIC France;Albums;Or;22/02/2004;24/08/2004;6 mois
RAPHAEL;LA REALITE;EMI MUSIC France;Albums;Or;17/04/2003;24/08/2004;1 an 4 mois
ROHFF;LA FIERTE DES NOTRES;EMI MUSIC France;Albums;Or;17/06/2004;24/08/2004;2 mois
MICKEY 3 D;TU VAS PAS MOURIR DE RIRE;EMI MUSIC France;Albums;Double or;26/01/2003;24/08/2004;1 an 7 mois
BEN HARPER;DIAMONDS ON THE INSIDE;VIRGIN RECORDS AMERICA/EMI MUSIC France;Albums;Platine;23/02/2003;24/08/2004;1 an 6 mois
M;QUI DE NOUS DEUX;EMI MUSIC France;Albums;Platine;23/11/2003;24/08/2004;9 mois
CLAUDE NOUGARO;EMBARQUEMENT IMMEDIAT AU THEATRE CHAMPS ELYSEES;EMI MUSIC France;Vidéos;Or;14/11/2001;24/08/2004;2 ans 9 mois
DEPECHE MODE;ONE NIGHT IN PARIS;MUTE RECORDS LTD/EMI MUSIC France;Vidéos;Or;26/05/2002;24/08/2004;2 ans 3 mois
IAM;AU C?UR D'IAM;EMI MUSIC France;Vidéos;Or;01/02/2004;24/08/2004;6 mois
JEAN LOUIS MURAT;PARFUM D'ACACIA AU JARDIN;EMI MUSIC France;Vidéos;Or;15/02/2004;24/08/2004;6 mois
M;LE TOUR DE M;EMI MUSIC France;Vidéos;Or;06/01/2002;24/08/2004;2 ans 8 mois
SINGUILA;C'EST TROP;EMI MUSIC France;Singles;Or;26/10/2003;24/08/2004;10 mois
PETER GABRIEL;SECRET WORLD LIVE;VIRGIN RECORDS LTD/EMI MUSIC France;Vidéos;Or;25/08/1994;24/08/2004;10 ans 1 mois
PLACEBO;SOULMATES NEVER DIE;VIRGIN RECORDS LTD/EMI MUSIC France;Vidéos;Or;14/03/2004;24/08/2004;5 mois
QUEEN;LIVE AT WEMBLEY 86;EMI RECORDS LTD/EMI MUSIC France;Vidéos;Or;13/01/1991;24/08/2004;13 ans 9 mois
JAMELIA;SUPERSTAR;PARLOPHONE U.K./EMI MUSIC France;Singles;Or;01/02/2004;24/08/2004;6 mois
PETER GABRIEL;GROWING UP LIVE;WARNER VISION INTERN./WARNER VISION France;Vidéos;Platine;02/11/2003;08/06/2004;7 mois
RED HOT CHILI PEPPERS;LIVE AT SLANE CASTLE;VARNER VISION INTERN./WARNER VISION France;Vidéos;Platine;17/11/2003;08/06/2004;6 mois
COMPILATION;NRJ HIT MUSIC ONLY;SONY MEDIA MEDIA/SONY MUSIC;Albums;Or;11/03/2004;05/05/2004;1 mois
COMPILATION;PLANETE RAP 2004;SONY MEDIA MEDIA/SONY MUSIC;Albums;Or;04/03/2004;05/05/2004;2 mois
BILLY CRAWFORD;THE STORY OF BILLY CRAWFORD;V 2/SONY MUSIC;Vidéos;Double Platine;28/08/2003;05/05/2004;8 mois
DIVERS;NUITS CELTIQUES EDITION 2002;SONY MUSIC VIDEO/SONY MUSIC;Vidéos;Double Platine;20/02/2003;05/05/2004;1 an 2 mois
MICHAEL JACKSON;NUMBER ONES;SONY MUSIC VIDEO/SONY MUSIC;Vidéos;Double Platine;13/11/2003;05/05/2004;5 mois
GEORGE MICHAEL;PATIENCE;EPIC/SONY MUSIC;Albums;Or;11/03/2004;05/05/2004;1 mois
the OFFSPRING;SPLINTER;COLUMBIA/SONY MUSIC;Albums;Or;27/11/2003;05/05/2004;5 mois
WILLY DENZEY;N? 1 NUMBER ONE;SMALL/SONY MUSIC;Albums;Or;30/10/2003;05/05/2004;6 mois
COMPILATION;PLANETE RAP 2003;SONY MUSIC MEDIA/SONY MUSIC;Albums;Double or;24/07/2003;05/05/2004;9 mois
PASCAL OBISPO;FAN STUDIO;EPIC/SONY MUSIC;Albums;Double or;11/03/2004;05/05/2004;1 mois
PATRICK FIORI;PATRICK FIORI;EPIC/SONY MUSIC;Albums;Double or;17/10/2002;05/05/2004;1 an 6 mois
TRYO;GRAIN DE SABLE;COLUMBIA/YELEN/SONY MUSIC;Albums;Double or;03/07/2003;05/05/2004;10 mois
LORIE;ATTITUDES;EPIC/SONY MUSIC;Albums;Platine;15/01/2004;05/05/2004;3 mois
NATASHA ST PIER;L'INSTANT D'APRES;COLUMBIA/SONY MUSIC;Albums;Platine;30/10/2003;05/05/2004;6 mois
YANNICK NOAH;POKHARA;COLUMBIA/SAINT GEORGE/SONY MUSIC;Albums;Double Platine;21/08/2003;05/05/2004;8 mois
LORIE;PRES DE TOI;EPIC/SONY MUSIC;Albums;Triple Platine;25/10/2001;05/05/2004;2 ans 6 mois
BEYONCE;LIVE AT WENBLEY;COLUMBIA/SONY MUSIC;Vidéos;Or;25/04/2004;05/05/2004;
GAROU;REVIENS;COLUMBIA/SONY MUSIC;Singles;Or;11/12/2003;05/05/2004;4 mois
KAREN ANTONN & BONNIE TYLER;SI DEMAIN;EPIC/SONY MUSIC;Singles;Or;18/12/2003;05/05/2004;4 mois
LORIE;WEEK END;EPIC/SONY MUSIC;Singles;Or;11/12/2003;05/05/2004;4 mois
NADIYA;PARLE MOI;COLUMBIA/SONY MUSIC;Singles;Or;25/03/2004;05/05/2004;1 mois
PEARL;J'AI DES CHOSES A TE DIRE;SMALL/SONY MUSIC;Singles;Or;04/12/2003;05/05/2004;5 mois
MAFIA K'1 FRY;SI TU ROULES AVEC LA MAFIA K'1 FRY;SMALL/SONY MUSIC;Vidéos;Or;22/01/2004;05/05/2004;3 mois
DALIDA;MASTER SERIE N;BARCLAY/ORLANDO/UNIVERSAL MUSIC;Albums;Or;06/03/1988;21/04/2004;16 ans 4 mois
BENNY BENASSI;HYPNOTICA;ULM/UNIVERSAL MUSIC;Albums;Double or;29/06/2003;30/03/2004;9 mois
STARLOOSE ACADEMY;STARLOOSE ACADEMY;ULM/UNIVERSAL MUSIC;Vidéos;Or;23/02/2004;30/03/2004;1 mois
LARA FABIAN;EN TOUTE INTIMITEA;POLYDOR/UNIVERSAL MUSIC;Albums;Platine;13/10/2003;16/03/2004;5 mois
DESTINY'S CHILD;MUSIC WORLD;SONY MUSIC VIDEO/SONY MUSIC;Vidéos;Or;03/07/2003;17/12/2003;5 mois
WILLY DENZEY;N;SMALL/SONY MUSIC;Albums;Or;27/11/2003;17/12/2003;
JEAN JACQUES GOLDMAN;UN TOUR ENSEMBLE;SONY MUSIC VIDEO/SONY MUSIC;Vidéos;Or;30/10/2003;17/12/2003;1 mois
LE QUATUOR;SUR LA CORDE REVE;SONY MUSIC VIDEO/SONY MUSIC;Vidéos;Or;18/09/2003;17/12/2003;3 mois
BOSS;BOSS 1;EPIC/SONY MUSIC;Albums;Or;06/05/1999;17/12/2003;4 ans 8 mois
LES INCONNUS;COFFRET BEST OF CHANSONS : KARAOKE;SONY MUSIC MEDIA/SONY MUSIC;Vidéos;Or;09/10/2003;17/12/2003;2 mois
CELINE DION;1 FILLE & 4 TYPES;COLUMBIA/SONY MUSIC;Albums;Or;09/10/2003;17/12/2003;2 mois
MICHAEL JACKSON;NUMBER ONES;SONY MUSIC VIDEO/SONY MUSIC;Vidéos;Or;13/11/2003;17/12/2003;1 mois
EDDY MITCHELL;LIVE 2000;POLYDOR/UNIVERSAL MUSIC;Vidéos;Platine;02/04/2001;17/12/2003;2 ans 8 mois
